@Field Data
#Time

#Enthalpy [J/kg]


@Simulation
#Time
1628164800,1659700800,1691236800,1722859200,1754395200,1785931200,1817467200,1849089600,1880625600,1912161600,1943697600
#Enthalpy [J/kg]
402813.03125,415569.34375,416474,416844.3125,416821.15625,416409.46875,415620.8125,414476.65625,413021.0625,411293.78125,409338.53125

