@Field Data
#Time

#Enthalpy [J/kg]


@Simulation
#Time
1628164800,1659700800,1691236800,1722859200,1754395200,1785931200,1817467200,1849089600,1880625600,1912161600,1943697600
#Enthalpy [J/kg]
402813.03125,411575.40625,411537.84375,411525.21875,411530.375,411554.03125,411595.6875,411653.9375,411726.34375,411810.9375,411905.8125

