@Field Data
#Time

#Enthalpy [J/kg]


@Simulation
#Time
1628164800,1659700800,1691236800,1722859200,1754395200,1785931200,1817467200,1849089600,1880625600,1912161600,1943697600
#Enthalpy [J/kg]
402813.03125,412291.75,412354.25,412458,412575.875,412701.6875,412832.375,412966.5625,413102.3125,413239.21875,413376.78125

