@Field Data
#Time

#Enthalpy [J/kg]


@Simulation
#Time
1628164800,1659700800,1691236800,1722859200,1754395200,1785931200,1817467200,1849089600,1880625600,1912161600,1943697600
#Enthalpy [J/kg]
402813.03125,412740.875,412885.375,413046.6875,413204.875,413359.03125,413509.71875,413657.96875,413803.53125,413947.28125,414089.4375

