@Field Data
#Time

#Enthalpy [J/kg]


@Simulation
#Time
1628164800,1659700800,1691236800,1722859200,1754395200,1785931200,1817467200,1849089600,1880625600,1912161600,1943697600
#Enthalpy [J/kg]
402813.03125,412203.625,412557.6875,412958,413349.875,413720.15625,414066.8125,414392.8125,414699.65625,414991.625,415271.5625

