End Date,Name,Year,bh_type_id,Datum Height,Datum,Start Date,bh_id,Starting point,Side track start depth,Total Depth (m) AH,True Vertical Depth,Operator,Data Custodian,Sample Custodian,Latitude (GD49),Longitude (GD49),Height,Completion Report,License,Basement Reached,UWI,Purpose,Well Content,Status
1988-12-09Z,Waihapa-3,1988,1,239,KB,1988-10-16Z,535,Natural ground surface,,2816,2491.9,Petroleum Corporation Of NZ Exploration  Ltd,NZP&M,MED Core Store,-39.3875,174.3669444,231.9,1848,38140,,1E+11,development,shows,suspended
